44TZ ,Emoticon ,0Text$ ,2CreatedM ,16Name ,17Loc$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hawaii ,:D ,TREND! #NewZealand1Dtour :D ,Fri Nov 11 09:04:06 +0000 2011 ,Charlie Balmer  ,Narnia.. as in NZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,:) ,"@hazelpretzel Oo masaya siguro maging irreg. Kasi different classmates, more friends. Hehe. :) Meron daw e. Dahil sa nagtataasang fees. Haha ",Fri Nov 11 09:04:06 +0000 2011 ,Nea Calabia ,Muntinlupa City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tokyo ,(^o^) ,@k24hy   (` )   (^o^)  ,Fri Nov 11 09:04:06 +0000 2011 , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pacific Time (US & Canada) ,:D ,@iChuckDeuces idk :D ,Fri Nov 11 09:04:06 +0000 2011 ,Sheena ,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,:) ,RT @ListenMyMind: meskipun senyummu bukan untuk aku dan kamu sedang tidak menatapku tapi aku tetap suka itu. senyum dan matamu :) ,Fri Nov 11 09:04:06 +0000 2011 ,Ami-ra  ,Dimana mana hatiku senang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pacific Time (US & Canada) ,:D ,Congratulation Ketos&Waketos 42 periode 2011-2012 syam dan Fani dan ketua Mpk/Dpk 42 kartika :D ,Fri Nov 11 09:04:06 +0000 2011 ,danna putri ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jakarta ,:( ,"Jangan hujan angin, aku sendirian dirumah :( ",Fri Nov 11 09:04:07 +0000 2011 ,ChandraW  ,"T: -7.835297,110.4479231",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pacific Time (US & Canada) ,:( ,RT @ayutingting_new: Reessee @desmooyy jahat nton 2PM ngg ngajak :( (-- -- ) parrahh kau ,Fri Nov 11 09:04:07 +0000 2011 ,Karina Dayanti P ,"Seoul, Korsel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,:) ,@interparkbooks #bookevent [        -  ]       !   :)  ,Fri Nov 11 09:04:07 +0000 2011 , ,Republic of Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,:D ,Ya mau banget lah :D ,Fri Nov 11 09:04:07 +0000 2011 ,Iqbal Rahmaddy  ,In the shadow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland ,<3 ,@juuulhartje: frans met @Ranabalta en @Elissabethx idd is super gezellig &lt;3 ,Fri Nov 11 09:04:08 +0000 2011 ,Rana Balta ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,:) ,"6,7 voor bio :) ",Fri Nov 11 09:04:08 +0000 2011 ,Anouk ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,:) ,NF @Freeze_UEB FOLLOW BACK :) ,Fri Nov 11 09:04:08 +0000 2011 ,Spoiled Rotten  ,Simple City ( ) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin ,:D ,@GulbeNerminn hepsine bak yazdm hahaha neyse tekrar yazym 68falan herhalde :D ,Fri Nov 11 09:04:08 +0000 2011 ,seda kaptan ,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,:) ,@__407203 help me look my playlist :) http://t.co/2aX6qBde ,Fri Nov 11 09:04:08 +0000 2011 ,2NE1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Osaka ,(^o^) ,(^o^) ,Fri Nov 11 09:04:08 +0000 2011 , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,-_- ,"Siaaal gk jadi lg gw minta pin nya hana, pdhl orngnya di dpn mata gw,, eeh gw nya yg langsung pergi -_- ",Fri Nov 11 09:04:08 +0000 2011 ,Nabilah_bibil  ,Jakarta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London ,:-) ,@dentalcarefife Sounds like a balanced day :-) Teeth and Family. Working on equipment listing at the moment - and then baking later Nommm ,Fri Nov 11 09:04:08 +0000 2011 ,Sarah Fiddaman ,"Reading, Berkshire",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tokyo ,(^o^) ,@karin02609791 @greenmiee @azuutapo (^o^) ,Fri Nov 11 09:04:08 +0000 2011 ,nagi ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,:) ,@amarizzuden okayh.... :) ,Fri Nov 11 09:04:08 +0000 2011 ,azhar khahar ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pacific Time (US & Canada) ,:'( ,RT @Fremasiti: Cieee yg udah punya pcr.. Skrng gua dilupain :'( ,Fri Nov 11 09:04:08 +0000 2011 ,DLANRLFZH ,Dibalenyabude,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jakarta ,:( ,Hohohoho RT @ayuurahmawatiii: oh .hihihi RT @devidedepdudud: @ayuurahmawatiii aku TEMBUS S[]y[]ng :( ,Fri Nov 11 09:04:08 +0000 2011 ,DEVI SUSILOWATI ,Jekardah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,:) ,Kasmda AK gerekten de bir baka :) ,Fri Nov 11 09:04:08 +0000 2011 ,brahim ETN ,Ayvalk/Karacabey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tokyo ,(^^) ,@nikoupi (^^) ,Fri Nov 11 09:04:08 +0000 2011 ,aomin^p^ ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,<3 ,"@KateanndSam Hey girlss, love you're tumblr! &lt;3 I'm http://t.co/RZnQTJPC ",Fri Nov 11 09:04:09 +0000 2011 ,Emily Trachtenberg ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alaska ,:3 ,"Lalala , nowstudying :3 . ",Fri Nov 11 09:04:09 +0000 2011 ,Nabila Razib :)  ,Kuala lumpur :p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pacific Time (US & Canada) ,:* ,Thx for today syang @Paannduu haha :* ,Fri Nov 11 09:04:09 +0000 2011 ,Laay sipit  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pacific Time (US & Canada) ,-_- ,apaan banget -_- rambut gue buat percobaan kakak gue -_- mentang2 rambut gue lurus bisa di apa2in (dibentuk2) -_- ,Fri Nov 11 09:04:09 +0000 2011 ,tsamara ganis ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,:) ,RT @JantanaL: @yo_rapeepong: RT @JantanaL: @Gookgai_29: @JantanaL @PNooK_Am_kapomF (cont) http://t.co/DYGdpv5T55// :) ,Fri Nov 11 09:04:09 +0000 2011 ,Rapeepong ,"T: 14.978864,102.101697",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,:D ,@indahchp iyakan aja ye de biar ak bhgia haha :D ,Fri Nov 11 09:04:09 +0000 2011 ,Lanamitha ,Manado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quito ,:* ,@pepegotit :* ,Fri Nov 11 09:04:09 +0000 2011 ,William Diaz ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,:) ,@kkimochii kalau ade jual kat msia buatpe suro awak tlg belikan hahaha! 3 bottles dah la. Cranberries flava tau. Jgn lupa :) ,Fri Nov 11 09:04:09 +0000 2011 ,Nabila Dibit ,Cruel World ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pacific Time (US & Canada) ,:D ,"RT @sheillart: Mcd w/ @IFHmitha, @reyou_wulandari, @IFHjudithRA @IFHangelia :D ",Fri Nov 11 09:04:09 +0000 2011 ,TriPspitaPermtsari ,AlfshrMazizi heart's,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,:) ,Makasih ci :) RT @angeliiaa: RT @SamuelAdiii: Congrats thebeccalicious with @JasonWilliamK18 longlast ya :D ,Fri Nov 11 09:04:09 +0000 2011 ,RebeccaRouliSamariaB ,New York City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,:) ,"RT @ListenMyMind: matamu, senyummu. hhhh menenangkan :) ",Fri Nov 11 09:04:09 +0000 2011 ,Indah Restya N ,"T: -7.8705455,111.493504",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santiago ,*-* ,"@dudaraphael ook confi,manda dm *-* ",Fri Nov 11 09:04:09 +0000 2011 ,me gusta :3 ,So Paulo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central Time (US & Canada) ,:/ ,Nights like this I wish I had someone to talk to :/ ,Fri Nov 11 09:04:10 +0000 2011 ,Victoria K. Payne ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,:) ,@marxcatindig Lol :) ,Fri Nov 11 09:04:10 +0000 2011 ,DION Bautista  ,QC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central Time (US & Canada) ,:-) ,RT @PaigieWagie_90: @TheLifeofBALLYY me.....Yu should b gettn ur beauty rest beautiful :-) ,Fri Nov 11 09:04:10 +0000 2011 , everybody ,wit ya bitch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pacific Time (US & Canada) ,-_- ,ngantuk -_- ,Fri Nov 11 09:04:10 +0000 2011 ,bambang prasetyo ,"Pontianak , Indonesia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pacific Time (US & Canada) ,:p ,Ngga hahahha :p RT @giaanggie: Perut ku panas ? Apa perut loe panas juga @istikartika ? ,Fri Nov 11 09:04:10 +0000 2011 ,isti kartika ndaru ,"T: -6.2334164,106.8226089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,:) ,selain hasil dalam perut bumi yg luar biasa.. papua juga penghasil pemain bola yg luar biasa  :) ,Fri Nov 11 09:04:10 +0000 2011 ,Hari Saputra ,jakarta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,:) ,FINE  i'll get my ass up and go get some food myself.... maybe ill get some new shoes while i'm out might as well :) ,Fri Nov 11 09:04:10 +0000 2011 ,Nia Powell ,"Suisun City, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,:) ,My #ff @royallyxbookish @gazza2505 @ianmsantos  :) #ff ,Fri Nov 11 09:04:10 +0000 2011 ,Alex M ,Everywhere and Anywhere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jakarta ,:D ,"ga lah gue cm mo liat aja dia gmn skrg ternyata eh ternyata RT @Maiafahlevi: Ckck, gila kaoo, pgn bgt yh ngecengin kodel :D RT @muthiaaoy: ",Fri Nov 11 09:04:10 +0000 2011 ,Cut Mutia Arifin  ,"Jakarta, Indonesia ()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bangkok ,:( ,@sm_min  :( ,Fri Nov 11 09:04:10 +0000 2011 ,THETEUKMO. ,"Thailand,Bangkok",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,:) ,@BiebersMuggle I always see everything in my timeline because i don't follow thousands of people :) ,Fri Nov 11 09:04:10 +0000 2011 ,Dorito Sandwich ,Narniaaaa babyy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pacific Time (US & Canada) ,=) ,"2:00am.... Yup (= @neshagirly1 ... Hair dyed, Garage party, Shower, Floor swiffered, laundry.. What a night =) LOL GOOOODNIGHHT &lt;3 ",Fri Nov 11 09:04:10 +0000 2011 ,Braylin Thacker ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,:) ,"RT @bordersbankie: As an added extra, STVHD is available to all satellite viewers - details how to tune it in via link. :) http://t.co/X ... ",Fri Nov 11 09:04:10 +0000 2011 ,jackie stuart ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central Time (US & Canada) ,<3 ,"@xSparkleSelena ur so silly doll, your eyes r really stunnin & i love ur hair &lt;3 ",Fri Nov 11 09:04:10 +0000 2011 ,Tygalicious.  ,chillin with my boy. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jakarta ,:D ,"Di Belek jol!RT @ReefRamdhan: Sesar yaaaa...wkkwkwk RT  ""@BASLIMB: Welcome! :D 7 Bayi Lahir di Tangerang Pada 11-11-11 http://t.co/Cbtgr3bW ",Fri Nov 11 09:04:10 +0000 2011 ,Dwi Wahyu Budiyanto ,"BASLIMB Bekasi, Indonesia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London ,-_- ,Wore the wrong shoes today LOOL.   -_- ,Fri Nov 11 09:04:11 +0000 2011 ,Benita Cornish ,South East London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alaska ,:p ,twitcon actually nak buat rempit but too tired so yeahh.. haha just saying :p ,Fri Nov 11 09:04:11 +0000 2011 ,Shasha Helmi  ,Malaysia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,:) ,"yang nikah/jadian hari ini, congratulation :) langgeng yahh jangan siasia'in tanggal cantik ! ",Fri Nov 11 09:04:11 +0000 2011 , JENGGJROTT  ,indonesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,(^o^) ,(^o^) ,Fri Nov 11 09:04:11 +0000 2011 ,m!natsu ,or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,:p ,"Moh ah ,ke PD an ok :p @aiuoegautama: huuu ah ppokoknya jadi :D RT @horgoriohonasan: Enggak jadi ah :D @aiuoegautama: kata @horgoriohonasan ",Fri Nov 11 09:04:11 +0000 2011 ,lyo ,semarang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central Time (US & Canada) ,:p ,@abdullaesmaeel        :p ,Fri Nov 11 09:04:11 +0000 2011 ,Khalifa Alromaithi ,Boston ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,:p ,laksanakan :p RT @Visi_Lain: Siyapp :D RT @Ikvin_AN: Visi_Lain folback ,Fri Nov 11 09:04:11 +0000 2011 ,IkvinAfidatuNafis ,SMA N 1 Pati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,:) ,"@NiallOfficial Hey, how are you? :) My name is Cassandra. Together our mash up is NIALLANDRA so forget the NIALLONATOR its now NIALLANDRA :) ",Fri Nov 11 09:04:11 +0000 2011 ,cassandra  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,:) ,@a_codysimpson okay :) ,Fri Nov 11 09:04:11 +0000 2011 ,Elvir 2762CB5E ,Under The Mistletoe ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pacific Time (US & Canada) ,:/ ,Ihh ihh ngeliatnya gitu amat :/ ,Fri Nov 11 09:04:12 +0000 2011 ,Taemin's queen  ,Indonesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,:) ,#FF @Lucaargentero e alle sue misteriose tazzine :) #1caff ,Fri Nov 11 09:04:12 +0000 2011 ,tazzina-di-caff ,Torino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pacific Time (US & Canada) ,:p ,Cot ah yg penting keren weee RT @fjrndwiyanto: yah kalah hahaha :p ,Fri Nov 11 09:04:12 +0000 2011 ,Cininta Adany ,"T: -6.3770098,106.8158627",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,:) ,@Miss_Bethaneee thanks babe. Oh wow that would be nice Christmas day :) xx ,Fri Nov 11 09:04:12 +0000 2011 ,lisa ibbotson ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pacific Time (US & Canada) ,-_- ,Timeh-_-RT @abdurassegaf : -_- Ok Thanks timeh RT @Ftmhaha: @abdurassegaf HBD mamen\m/ semoga ga nyolot lagii. () ,Fri Nov 11 09:04:12 +0000 2011 ,Fatimah Assegaf ,Jakarta :3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pacific Time (US & Canada) ,-_- ,"RT @helloSINTA: RT @rekakamilenix: kayaknya gampang bgt yah langsung deket setelah putus , tapi gua engga -_- njirr terlalu sayang sih : ... ",Fri Nov 11 09:04:12 +0000 2011 ,Ela Tersiana Ginting ,"T: -6.3120581,106.8016367",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,:) ,Qero t ver :) ,Fri Nov 11 09:04:12 +0000 2011 ,Lana Mara Rocha ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,:) ,"@xxcindersx @whaffers @proroan awww Ella, you love your work really, I know.. :)  x ",Fri Nov 11 09:04:12 +0000 2011 ,Peter Pan ,uk ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,:) ,RT @Jelena4everxD: @zaynmalik I love youuu sooo Much. Please follow me. It will make my day :) ,Fri Nov 11 09:04:12 +0000 2011 ,I'm sexy&I know it; ,Fuck OFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sydney ,xD ,"@caitlinroseTW aw, please don't be jealous! xD x ",Fri Nov 11 09:04:12 +0000 2011 ,natalie ,on the dancefloor ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastern Time (US & Canada) ,:/ ,"Bad dreams, bad dreams... Somebody text me. :/ ",Fri Nov 11 09:04:12 +0000 2011 ,Hurricane Drew ,"Miami,Florida",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pacific Time (US & Canada) ,-_- ,Ade2 gua berisik amat daah -_- ,Fri Nov 11 09:04:12 +0000 2011 ,Chairunnissa ,ciputat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,:D ,"forgive me @ahderjunior , today @dinialfani = mine :D ",Fri Nov 11 09:04:13 +0000 2011 ,Da.A. Devy Ayu A.M. ,in your timeline :),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pacific Time (US & Canada) ,:D ,@HeyMonch followback Plum :D ,Fri Nov 11 09:04:13 +0000 2011 ,Bimantakiranayudha  ,"Madrid , Spain",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,:) ,RT @xGlitzyRitzyx: #FF to my girlies @AMJOArmy if ur not following your missing out on too many jokes! &lt;&lt;&lt; Haha its coz were crazyyyyy :) xH ,Fri Nov 11 09:04:13 +0000 2011 ,*Keep It Sexy!!*  ,Rockin the #JUKEBOX with *JLS ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,:D ,haha iya dong :D pulsa yaaa . RT @novitafbl: Wkwk mentang2 gua jauh mntanye pls. RT @athayyee: @novitafbl happy birthday sayang  ,Fri Nov 11 09:04:13 +0000 2011 ,permathaXshariie ,depok city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore ,<3 ,Happy 11/11/11 !! Happy Pepero Day! &lt;3 ,Fri Nov 11 09:04:13 +0000 2011 ,Dynn Leong ,Singapore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pacific Time (US & Canada) ,:D ,iya.. gpplah kan cuma main* doang :D wkwk.. RT @verlyni hm gatau deh. islam ya?++' ckck. RT @WJESSICAJEE: bangett.. bete tauk! a ,Fri Nov 11 09:04:13 +0000 2011 , LITTLE VAMPIRE  ,TANGERANG-INDONESIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,:) ,"http://t.co/JGHnvxpi de eerste is binnen mensen! ""K"" hadden ze natuurlijk weer niet, dus dan maar de ""L"" van @linnvd :) ",Fri Nov 11 09:04:13 +0000 2011 ,koen van de beek ,Kampen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London ,:-) ,@TheaBredie Thanks so much Thea...I'm on my way there right now :-) ,Fri Nov 11 09:04:13 +0000 2011 ,Leigh Ashton ,"London, England",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,(>_<) ,@71934214  (&gt;_&lt;) (--;(--;lll ,Fri Nov 11 09:04:13 +0000 2011 , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,:( ,"very, very tired :( #thankgoditsfriday ",Fri Nov 11 09:04:14 +0000 2011 ,sian pinn ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,:) ,Straks at work weer bonbons makenn :) #owyeaah ,Fri Nov 11 09:04:14 +0000 2011 ,anne oosterling ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,:) ,@rakuuu Carsten (Hyline's manager) told me that he needs one or two weeks since he is quite busy :) ,Fri Nov 11 09:04:14 +0000 2011 ,Find Remix ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Urumqi ,<3 ,TIFFANY for Ana Delos Santos &lt;3    KPOPrincess ~ jam http://t.co/OtAHYUVm ,Fri Nov 11 09:04:14 +0000 2011 ,SNSD Official ,Asia ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,:) ,@Moonlight1012 Good morning :) ,Fri Nov 11 09:04:14 +0000 2011 ,Agnes ,Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hawaii ,(^o^) ,@marichaso516  (^o^) ,Fri Nov 11 09:04:14 +0000 2011 ,(  ) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jakarta ,:D ,"Fitnah RT @RammaES: Dri tampang* nya ccok bngd RT""@hasnahhsy: Gaak ya RT @RammaES: Oo it, slah brita neng, :D , suka gosip ye ",Fri Nov 11 09:04:14 +0000 2011 ,hasnah septia yanti ,Indonesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,:) ,@Scheduler_ilwoo tggl 17 eon.. :) ,Fri Nov 11 09:04:14 +0000 2011 ,Enny juliana sugih  ,"Medan,Indonesia!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,:) ,@JasminaAnderson aw. Haha. Tack gumman :) men jag skulle nog behva prata med en psykolog iaf. Det verkar inte rcka med bara medicin :( &lt;3 ,Fri Nov 11 09:04:14 +0000 2011 ,Sabina Larsson ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alaska ,:/ ,"Kito ngomongi apo kmren dek ? :/ RT @tikavanaa: @octha_vianita aaa srius dong qaqa u,u ",Fri Nov 11 09:04:14 +0000 2011 ,O W Y (   ) ,"Jambi , Indonesia .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tokyo ,;) ,(; ;) ,Fri Nov 11 09:04:14 +0000 2011 , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,:) ,@AngryFarmPig moooi :) ,Fri Nov 11 09:04:15 +0000 2011 ,elli-noora ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hawaii ,-.- ,@ChristaalBrown ohYeaaaah sureeeee -.- ,Fri Nov 11 09:04:15 +0000 2011 ,"Verified Asshole, ","Local OFWG, Skating Rink",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,:) ,"maaf baru di follback, baru buka twitter:D RT @NindaBieberFeve: @VoniLegista_JB  Followback me :) Thanks :D ",Fri Nov 11 09:04:15 +0000 2011 ,voni legista ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,:) ,"getting tired, finally :) i need my back to stop being an asshole by tomorrow. hopefully gonna see Eddy, then go to Kyle's party :) ",Fri Nov 11 09:04:15 +0000 2011 ,k h r y s t a ,"Los Angeles, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,;) ,cunde el twitter no esta mal ;) ,Fri Nov 11 09:04:15 +0000 2011 ,Hugo Seijo ,Cecebre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dublin ,<3 ,11/11/11 &lt;3 ,Fri Nov 11 09:04:15 +0000 2011 ,Emma  ,You Stalker...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amsterdam ,-.- ,Zometeen mr s aankleden en naar schooltje -.- ,Fri Nov 11 09:04:15 +0000 2011 ,Ilse. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,:) ,:) RT @gabriellagabby: RT @FnKhrnns: Makasih @gabriellagabby dan @yogimayhendri buat 00:00 nyaaaa! I love you really much :* God bless you ,Fri Nov 11 09:04:15 +0000 2011 ,Yogi May Hendri  ,"T: -6.1372012,106.8671662",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,:) ,    RT @aroomka: @mafia_tut      :) ,Fri Nov 11 09:04:15 +0000 2011 ,Aleksey aka Dj Aleks ,--  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pacific Time (US & Canada) ,:p ,Ou itu mah semangka RT @boeunisya: Konyol maa buah yg byk bijinya :p RT @setiadicky: Konyol doi (cont) http://t.co/Xy67enVM ,Fri Nov 11 09:04:16 +0000 2011 ,Dicky Setiadi ,Bandung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,:) ,Soep :) ,Fri Nov 11 09:04:16 +0000 2011 ,Lisanne Mantel ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,:( ,Mas no posso faltar porque talvez tenha prova nas duas ltimas aulas :( bubu ,Fri Nov 11 09:04:16 +0000 2011 ,Natlia Bianchi ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
